id,event,obj,page_load_time,trigger_time,user_id,device
14934,22,1107,2022-10-07 19:48:18,2022-10-07 19:50:08.017558,489,0
14935,22,1106,2022-10-07 19:48:18,2022-10-07 19:51:05.393618,489,0
14936,28,,2022-10-07 16:52:15,2022-10-07 19:52:20.019540,471,0
14937,22,1099,2022-10-07 16:52:20,2022-10-07 19:53:28.551439,471,0
14938,26,,2022-10-07 16:52:20,2022-10-07 19:53:38.941833,471,0
14939,13,,2022-10-07 19:49:03,2022-10-07 19:54:37.961753,194,1
14940,28,,2022-10-07 19:54:39,2022-10-07 19:54:42.266626,194,1
14941,1,,2022-10-07 19:55:03,2022-10-07 19:55:13.749878,489,0
14942,1,,2022-10-07 19:55:03,2022-10-07 19:55:15.240878,489,0
14943,22,1100,2022-10-07 19:54:42,2022-10-07 19:55:25.212088,194,1
14944,22,1098,2022-10-07 19:55:27,2022-10-07 19:56:03.454702,194,1
14945,7,,2022-10-07 20:05:16,2022-10-07 20:05:22.997295,,1
14946,9,,2022-10-07 20:05:23,2022-10-07 20:05:40.795256,265,1
14947,26,,2022-10-07 20:11:45,2022-10-07 20:11:48.948993,252,1
14948,7,,2022-10-07 20:12:54,2022-10-07 20:12:59.300144,,1
14949,27,,2022-10-07 20:13:00,2022-10-07 20:13:08.044135,347,1
14950,28,,2022-10-07 20:16:03,2022-10-07 20:16:11.786644,252,1
14951,22,1109,2022-10-07 20:16:12,2022-10-07 20:17:05.334984,252,1
14952,13,,2022-10-07 20:13:08,2022-10-07 20:17:49.359639,347,1
14953,22,1108,2022-10-07 20:16:12,2022-10-07 20:18:03.321998,252,1
14954,1,,2022-10-07 20:18:08,2022-10-07 20:18:09.306792,252,1
14955,28,,2022-10-07 20:18:06,2022-10-07 20:18:09.584384,347,1
14956,1,,2022-10-07 20:18:08,2022-10-07 20:18:24.086907,252,1
14957,22,1109,2022-10-07 20:18:10,2022-10-07 20:18:56.296844,347,1
14958,22,1103,2022-10-07 20:18:10,2022-10-07 20:20:20.871185,347,1
14959,22,1103,2022-10-07 20:18:10,2022-10-07 20:20:25.723987,347,1
14960,26,,2022-10-07 20:18:10,2022-10-07 20:20:33.203012,347,1
14961,26,,2022-10-07 21:11:25,2022-10-07 21:16:09.564301,278,1
14962,1,,2022-10-07 21:16:09,2022-10-07 21:16:10.854769,278,1
14963,1,,2022-10-07 21:16:09,2022-10-07 21:16:13.356256,278,1
14964,1,,2022-10-07 21:16:14,2022-10-07 21:16:35.173435,278,1
14965,26,,2022-10-07 21:16:14,2022-10-07 21:16:48.294932,278,1
14966,28,,2022-10-07 21:16:48,2022-10-07 21:18:39.243044,278,1
14967,30,,2022-10-07 21:18:39,2022-10-07 21:23:57.562012,278,1
14968,29,,2022-10-07 21:29:28,2022-10-07 21:29:30.911583,130,0
14969,22,1068,2022-10-07 21:27:45,2022-10-07 21:31:02.586051,278,1
14970,22,1076,2022-10-07 21:30:00,2022-10-07 21:31:38.911263,130,0
14971,22,1067,2022-10-07 21:31:06,2022-10-07 21:32:19.023370,278,1
14972,28,,2022-10-07 21:31:06,2022-10-07 21:32:26.687639,278,1
14973,22,1064,2022-10-07 21:30:00,2022-10-07 21:32:54.302381,130,0
14974,7,,2022-10-07 21:54:32,2022-10-07 21:54:42.916230,,0
14975,9,,2022-10-07 21:54:43,2022-10-07 21:54:45.445486,147,0
14976,28,,2022-10-07 21:54:45,2022-10-07 21:54:51.987335,147,0
14977,22,1113,2022-10-07 21:54:52,2022-10-07 21:55:14.097587,147,0
14978,22,1111,2022-10-07 21:54:52,2022-10-07 21:55:30.692039,147,0
14979,1,,2022-10-07 21:58:25,2022-10-07 21:58:34.608895,147,0
14980,27,,2022-10-07 21:59:43,2022-10-07 21:59:50.498047,56,1
14981,13,,2022-10-07 21:59:49,2022-10-07 22:03:24.253786,56,1
14982,28,,2022-10-07 22:03:28,2022-10-07 22:03:59.375590,56,1
14983,22,1114,2022-10-07 22:03:59,2022-10-07 22:05:34.672248,56,1
14984,22,1108,2022-10-07 22:03:59,2022-10-07 22:06:54.184847,56,1
14985,26,,2022-10-07 22:03:59,2022-10-07 22:06:57.299955,56,1
14986,6,,2022-10-07 22:31:50,2022-10-07 22:31:52.575294,80,0
14987,1,,2022-10-07 22:31:52,2022-10-07 22:31:53.948221,80,0
14988,6,,2022-10-07 22:31:58,2022-10-07 22:31:59.408803,80,0
14989,2,,2022-10-07 22:31:59,2022-10-07 22:32:03.636428,80,0
14990,7,,2022-10-07 22:32:07,2022-10-07 22:32:10.084533,,0
14991,9,,2022-10-07 22:32:10,2022-10-07 22:32:20.289500,80,0
14992,1,,2022-10-07 22:32:20,2022-10-07 22:32:48.291353,80,0
14993,28,,2022-10-07 22:32:49,2022-10-07 22:32:50.972234,80,0
14994,9,,2022-10-07 22:55:28,2022-10-07 22:55:30.724288,80,0
14995,22,1092,2022-10-07 21:22:43,2022-10-07 23:14:16.043699,350,0
14996,22,1105,2022-10-07 23:15:53,2022-10-07 23:18:34.114286,350,0
14997,7,,2022-10-08 06:24:09,2022-10-07 23:24:12.889172,,1
14998,28,,2022-10-08 06:24:19,2022-10-07 23:24:31.780236,450,1
14999,1,,2022-10-08 06:24:37,2022-10-07 23:24:36.588193,450,1
15000,26,,2022-10-08 06:37:44,2022-10-07 23:37:48.495752,450,1
15001,9,,2022-10-08 06:37:54,2022-10-07 23:37:52.875077,450,1
15002,13,,2022-10-08 06:37:58,2022-10-07 23:39:09.622537,450,1
15003,6,,2022-10-07 22:42:26,2022-10-07 23:42:29.839087,494,1
15004,27,,2022-10-07 22:42:30,2022-10-07 23:42:37.054918,494,1
15005,28,,2022-10-08 06:39:17,2022-10-07 23:44:18.922258,450,1
15006,26,,2022-10-08 06:44:24,2022-10-07 23:44:53.782879,450,1
15007,10,,2022-10-08 06:44:59,2022-10-07 23:45:04.714452,450,1
15008,28,,2022-10-08 06:44:59,2022-10-07 23:47:08.717477,450,1
15009,22,1113,2022-10-08 06:47:14,2022-10-07 23:49:21.250590,450,1
15010,22,1112,2022-10-08 06:47:14,2022-10-07 23:51:51.684130,450,1
15011,30,,2022-10-06 23:24:30,2022-10-08 00:27:29.357892,37,1
15012,30,,2022-10-08 02:28:46,2022-10-08 00:27:49.075231,37,1
15013,30,,2022-10-08 02:29:05,2022-10-08 00:27:58.918876,37,1
15014,30,,2022-10-08 02:29:15,2022-10-08 00:28:10.854354,37,1
15015,30,,2022-10-08 02:29:27,2022-10-08 00:28:21.130059,37,1
15016,30,,2022-10-08 02:29:37,2022-10-08 00:28:35.764859,37,1
15017,30,,2022-10-08 02:29:52,2022-10-08 00:28:48.002964,37,1
15018,30,,2022-10-08 02:30:04,2022-10-08 00:28:58.151806,37,1
15019,30,,2022-10-08 02:30:14,2022-10-08 00:29:10.978298,37,1
15020,30,,2022-10-08 02:30:27,2022-10-08 00:29:19.654454,37,1
15021,30,,2022-10-08 02:30:36,2022-10-08 00:29:28.021219,37,1
15022,30,,2022-10-08 02:30:44,2022-10-08 00:29:37.645780,37,1
15023,31,,2022-10-08 02:30:53,2022-10-08 00:30:37.690940,37,1
15024,22,1114,2022-10-08 01:59:01,2022-10-08 01:59:46.157006,80,0
15025,22,1113,2022-10-08 01:59:01,2022-10-08 02:00:28.049202,80,0
15026,1,,2022-10-08 04:31:42,2022-10-08 04:31:47.994387,361,1
15027,1,,2022-10-08 04:33:41,2022-10-08 04:33:45.552583,315,1
15028,26,,2022-10-08 04:33:41,2022-10-08 04:34:13.888785,315,1
15029,27,,2022-10-08 04:34:14,2022-10-08 04:35:29.211091,315,1
15030,13,,2022-10-08 04:35:29,2022-10-08 04:37:05.574405,315,1
15031,28,,2022-10-08 04:37:11,2022-10-08 04:37:14.605329,315,1
15032,26,,2022-10-08 04:37:14,2022-10-08 04:37:16.226657,315,1
15033,27,,2022-10-08 04:37:16,2022-10-08 04:37:17.057322,315,1
15034,28,,2022-10-08 04:37:17,2022-10-08 04:37:17.966622,315,1
15035,22,1115,2022-10-08 04:37:18,2022-10-08 04:37:54.664172,315,1
15036,22,1111,2022-10-08 04:37:18,2022-10-08 04:38:26.760497,315,1
15037,27,,2022-10-08 04:37:18,2022-10-08 04:38:41.239253,315,1
15038,26,,2022-10-08 04:38:41,2022-10-08 04:38:41.901542,315,1
15039,1,,2022-10-08 04:38:42,2022-10-08 04:38:46.013239,315,1
15040,28,,2022-10-08 04:38:42,2022-10-08 04:38:48.216751,315,1
15041,27,,2022-10-08 04:38:48,2022-10-08 04:38:48.963905,315,1
15042,27,,2022-10-08 04:38:49,2022-10-08 04:38:52.081384,315,1
15043,26,,2022-10-08 04:38:52,2022-10-08 04:38:53.352155,315,1
15044,6,,2022-10-08 10:30:07,2022-10-08 11:30:08.799672,,1
15045,7,,2022-10-08 10:30:17,2022-10-08 11:30:39.628855,,1
15046,7,,2022-10-08 10:30:39,2022-10-08 11:30:52.627229,,1
15047,7,,2022-10-08 10:30:52,2022-10-08 11:30:59.296932,,1
15048,9,,2022-10-08 10:30:59,2022-10-08 11:32:31.266524,212,1
15049,13,,2022-10-08 10:32:31,2022-10-08 11:36:02.591673,212,1
15050,28,,2022-10-08 10:36:12,2022-10-08 11:36:18.933207,212,1
15051,22,1111,2022-10-08 10:36:19,2022-10-08 11:37:22.108310,212,1
15052,22,1111,2022-10-08 10:36:19,2022-10-08 11:37:24.138831,212,1
15053,22,1095,2022-10-08 10:39:13,2022-10-08 11:40:17.595008,212,1
15054,28,,2022-10-06 23:12:08,2022-10-08 11:43:44.408627,293,1
15055,27,,2022-10-08 11:43:45,2022-10-08 11:58:15.686107,293,1
15056,13,,2022-10-08 11:58:15,2022-10-08 12:06:46.125716,293,1
15057,26,,2022-10-08 12:06:49,2022-10-08 12:09:43.213971,293,1
15058,28,,2022-10-08 12:09:43,2022-10-08 12:09:56.635029,293,1
15059,22,1119,2022-10-08 12:09:57,2022-10-08 12:11:10.597013,293,1
15060,29,,2022-10-08 12:09:57,2022-10-08 12:11:13.595193,293,1
15061,22,1071,2022-10-08 12:11:46,2022-10-08 12:13:40.175709,293,1
15062,14,,2022-10-08 12:11:46,2022-10-08 12:13:48.701941,293,1
15063,26,,2022-10-08 12:17:59,2022-10-08 12:18:02.110411,135,1
15064,28,,2022-10-08 12:21:58,2022-10-08 12:22:01.845224,135,1
15065,22,1119,2022-10-08 12:22:02,2022-10-08 12:22:55.721946,135,1
15066,22,1115,2022-10-08 12:22:02,2022-10-08 12:24:15.465818,135,1
15067,26,,2022-10-08 12:32:15,2022-10-08 12:32:20.698811,463,1
15068,27,,2022-10-08 12:32:21,2022-10-08 12:32:28.049414,463,1
15069,28,,2022-10-08 12:32:28,2022-10-08 12:32:35.345974,463,1
15070,26,,2022-10-08 12:32:36,2022-10-08 12:42:17.648753,463,1
15071,9,,2022-10-08 12:42:18,2022-10-08 12:42:24.458102,463,1
15072,27,,2022-10-08 12:46:20,2022-10-08 12:48:27.731776,463,1
15073,28,,2022-10-08 12:49:30,2022-10-08 12:49:32.700812,463,1
15074,13,,2022-10-08 12:48:27,2022-10-08 12:54:14.043496,463,1
15075,28,,2022-10-08 12:49:33,2022-10-08 12:54:31.111711,463,1
15076,28,,2022-10-08 12:54:31,2022-10-08 12:54:33.666359,463,1
15077,13,,2022-10-08 12:54:22,2022-10-08 12:54:38.699923,463,1
15078,13,,2022-10-08 12:54:22,2022-10-08 12:54:42.849432,463,1
15079,26,,2022-10-08 12:54:47,2022-10-08 12:54:50.478442,463,1
15080,28,,2022-10-08 12:54:50,2022-10-08 12:54:51.530526,463,1
15081,13,,2022-10-08 12:54:22,2022-10-08 12:58:14.289345,463,1
15082,22,1112,2022-10-08 13:04:15,2022-10-08 13:05:49.517532,463,1
15083,22,1106,2022-10-08 13:04:15,2022-10-08 13:10:27.049063,463,1
15084,6,,2022-10-08 14:08:01,2022-10-08 14:08:02.780810,,0
15085,7,,2022-10-08 14:08:07,2022-10-08 14:08:16.630731,,0
15086,27,,2022-10-08 14:08:17,2022-10-08 14:08:30.262426,266,0
15087,6,,2022-10-08 14:26:16,2022-10-08 14:26:17.882800,,0
15088,1,,2022-10-08 14:26:24,2022-10-08 14:26:27.186418,103,0
15089,22,1122,2022-10-08 14:29:20,2022-10-08 14:30:01.752321,103,0
15090,22,1121,2022-10-08 14:29:20,2022-10-08 14:30:41.664823,103,0
15091,19,1120,2022-10-08 14:29:20,2022-10-08 14:31:12.424120,103,0
15092,19,1120,2022-10-08 14:29:20,2022-10-08 14:31:12.899724,103,0
15093,19,1120,2022-10-08 14:29:20,2022-10-08 14:31:14.118631,103,0
15094,22,1123,2022-10-08 14:32:14,2022-10-08 14:33:11.978975,266,0
15095,22,1120,2022-10-08 14:32:14,2022-10-08 14:34:54.210488,266,0
15096,7,,2022-10-08 14:44:41,2022-10-08 14:44:47.579125,,0
15097,27,,2022-10-08 14:59:20,2022-10-08 15:57:15.729800,330,1
15098,27,,2022-10-08 16:57:16,2022-10-08 15:57:19.317099,330,1
15099,26,,2022-10-08 16:57:19,2022-10-08 15:57:20.150830,330,1
15100,28,,2022-10-08 16:57:20,2022-10-08 15:59:50.594309,330,1
15101,26,,2022-10-08 16:59:51,2022-10-08 15:59:57.219542,330,1
15102,27,,2022-10-08 16:59:57,2022-10-08 16:00:20.431111,330,1
15103,13,,2022-10-08 17:00:20,2022-10-08 16:10:00.928884,330,1
15104,27,,2022-10-08 17:10:02,2022-10-08 16:10:18.335538,330,1
15105,26,,2022-10-08 17:10:18,2022-10-08 16:10:28.198817,330,1
15106,28,,2022-10-08 17:10:28,2022-10-08 16:10:31.527085,330,1
15107,22,1119,2022-10-08 17:10:32,2022-10-08 16:12:05.559141,330,1
15108,22,1124,2022-10-08 17:10:32,2022-10-08 16:13:21.435724,330,1
15109,7,,2022-10-08 17:13:33,2022-10-08 17:13:41.051814,,0
15110,26,,2022-10-08 18:01:09,2022-10-08 18:01:11.138044,176,1
15111,28,,2022-10-08 18:01:11,2022-10-08 18:01:15.231767,176,1
15112,28,,2022-10-08 18:13:20,2022-10-08 18:13:20.958074,61,1
15113,27,,2022-10-08 18:16:11,2022-10-08 18:16:29.715319,61,1
15114,7,,2022-10-08 18:42:16,2022-10-08 18:42:23.913544,,1
15115,28,,2022-10-08 18:42:24,2022-10-08 18:42:27.421493,341,1
15116,27,,2022-10-08 18:45:28,2022-10-08 18:45:34.608142,341,1
15117,28,,2022-10-08 18:46:52,2022-10-08 18:47:21.770402,341,1
15118,13,,2022-10-08 18:45:34,2022-10-08 18:51:44.624608,341,1
15119,28,,2022-10-08 18:51:48,2022-10-08 18:51:53.042160,341,1
15120,22,1111,2022-10-08 18:50:29,2022-10-08 18:53:32.982389,341,1
15121,22,1110,2022-10-08 18:50:29,2022-10-08 18:54:42.111194,341,1
15122,26,,2022-10-08 18:50:29,2022-10-08 18:54:47.426823,341,1
15123,28,,2022-10-08 20:09:25,2022-10-08 20:09:28.159675,61,1
15124,22,1122,2022-10-08 20:09:28,2022-10-08 20:13:18.030664,61,1
15125,22,1124,2022-10-08 20:09:28,2022-10-08 20:18:47.676613,61,1
15126,26,,2022-10-08 20:09:28,2022-10-08 20:19:22.346824,61,1
15127,28,,2022-10-08 20:21:51,2022-10-08 20:21:52.814775,278,1
15128,7,,2022-10-08 20:25:09,2022-10-08 20:25:19.432813,,0
15129,9,,2022-10-08 20:25:20,2022-10-08 20:25:26.414060,427,0
15130,6,,2022-10-08 20:26:23,2022-10-08 20:26:32.819890,427,0
15131,27,,2022-10-08 20:26:33,2022-10-08 20:26:40.065975,427,0
15132,7,,2022-10-08 20:27:15,2022-10-08 20:27:19.154768,,0
15133,6,,2022-10-08 21:10:04,2022-10-08 21:10:06.141784,146,0
15134,1,,2022-10-08 21:15:56,2022-10-08 21:16:10.004715,173,1
15135,27,,2022-10-08 21:16:13,2022-10-08 21:16:35.754947,173,1
15136,28,,2022-10-08 21:16:35,2022-10-08 21:16:36.873250,173,1
15137,7,,2022-10-08 18:58:24,2022-10-08 21:58:27.308121,,1
15138,6,,2022-10-08 22:03:34,2022-10-08 22:03:36.446074,,1
15139,8,,2022-10-08 22:03:37,2022-10-08 22:03:58.913154,,1
15140,7,,2022-10-08 22:04:01,2022-10-08 22:04:03.244791,,1
15141,26,,2022-10-08 22:04:04,2022-10-08 22:04:14.851889,190,1
15142,28,,2022-10-08 22:04:15,2022-10-08 22:04:18.233808,190,1
15143,28,,2022-10-08 18:58:27,2022-10-08 22:05:49.527186,37,1
15144,27,,2022-10-08 19:16:09,2022-10-08 22:30:57.079175,37,1
15145,28,,2022-10-08 19:30:57,2022-10-08 22:32:31.511071,37,1
15146,30,,2022-10-08 19:38:40,2022-10-08 22:38:42.282363,37,1
15147,14,,2022-10-08 19:47:32,2022-10-08 22:48:55.330777,37,1
15148,28,,2022-10-08 19:50:19,2022-10-08 22:50:46.629138,37,1
15149,14,,2022-10-08 19:50:46,2022-10-08 22:50:49.265910,37,1
15150,1,,2022-10-08 19:54:29,2022-10-08 22:59:10.374072,37,1
15151,1,,2022-10-08 19:54:29,2022-10-08 22:59:11.591546,37,1
15152,1,,2022-10-08 19:54:29,2022-10-08 22:59:21.722104,37,1
15153,1,,2022-10-08 19:54:29,2022-10-08 22:59:22.501180,37,1
15154,1,,2022-10-08 19:54:29,2022-10-08 22:59:38.213430,37,1
15155,1,,2022-10-08 19:54:29,2022-10-08 22:59:41.313216,37,1
15156,14,,2022-10-08 20:05:35,2022-10-08 23:05:46.067279,37,1
15157,14,,2022-10-08 20:06:38,2022-10-08 23:06:52.853315,37,1
15158,14,,2022-10-08 20:06:53,2022-10-08 23:06:54.036460,37,1
15159,26,,2022-10-08 22:05:28,2022-10-08 23:18:55.463972,190,1
15160,28,,2022-10-08 23:18:56,2022-10-08 23:22:56.343832,190,1
15161,26,,2022-10-08 23:23:28,2022-10-08 23:26:17.633091,190,1
15162,27,,2022-10-08 23:26:18,2022-10-08 23:26:18.938610,190,1
15163,7,,2022-10-08 23:40:14,2022-10-08 23:40:21.161182,,0
15164,13,,2022-10-08 23:26:19,2022-10-08 23:54:24.928487,190,1
15165,28,,2022-10-08 23:54:26,2022-10-08 23:54:29.391768,190,1
15166,22,1123,2022-10-08 23:54:30,2022-10-08 23:55:10.661809,190,1
15167,21,1104,2022-10-08 23:56:06,2022-10-09 00:00:35.391196,190,1
15168,22,1104,2022-10-08 23:56:06,2022-10-09 00:00:40.674441,190,1
15169,27,,2022-10-09 00:58:42,2022-10-09 00:58:46.718809,318,1
15170,26,,2022-10-09 00:58:46,2022-10-09 00:58:49.334374,318,1
15171,27,,2022-10-09 00:58:49,2022-10-09 00:58:56.932352,318,1
15172,28,,2022-10-09 00:58:57,2022-10-09 01:00:10.336913,318,1
15173,1,,2022-10-09 01:00:10,2022-10-09 01:05:55.690778,318,1
15174,26,,2022-10-09 01:00:10,2022-10-09 01:05:59.644338,318,1
15175,26,,2022-10-09 01:05:59,2022-10-09 01:07:56.057049,318,1
15176,27,,2022-10-09 01:07:56,2022-10-09 01:07:58.185706,318,1
15177,13,,2022-10-09 01:07:58,2022-10-09 01:16:30.778814,318,1
15178,28,,2022-10-09 01:16:32,2022-10-09 01:16:36.716362,318,1
15179,22,1128,2022-10-09 01:16:36,2022-10-09 01:18:08.585939,318,1
15180,22,1124,2022-10-09 01:16:36,2022-10-09 01:19:18.716148,318,1
15181,1,,2022-10-09 01:16:36,2022-10-09 01:19:27.806641,318,1
15182,1,,2022-10-09 01:16:36,2022-10-09 01:19:29.153513,318,1
15183,26,,2022-10-09 01:16:36,2022-10-09 01:19:32.047250,318,1
15184,26,,2022-10-09 01:43:55,2022-10-09 01:43:58.533762,362,1
15185,27,,2022-10-09 01:43:58,2022-10-09 01:44:03.922454,362,1
15186,28,,2022-10-09 02:23:09,2022-10-09 02:23:14.255553,474,0
15187,27,,2022-10-09 08:50:11,2022-10-09 08:50:17.157720,184,1
15188,28,,2022-10-09 08:50:15,2022-10-09 08:50:20.228352,184,1
15189,28,,2022-10-09 10:13:21,2022-10-09 10:14:39.961110,113,1
15190,26,,2022-10-09 10:17:19,2022-10-09 10:17:51.687553,256,1
15191,27,,2022-10-09 10:14:40,2022-10-09 10:19:30.069147,113,1
15192,28,,2022-10-09 10:25:40,2022-10-09 10:25:42.200142,113,1
15193,13,,2022-10-09 10:19:30,2022-10-09 10:27:59.982115,113,1
15194,28,,2022-10-09 10:28:01,2022-10-09 10:28:03.250502,113,1
15195,22,1128,2022-10-09 10:28:03,2022-10-09 10:30:16.517015,113,1
15196,22,1125,2022-10-09 10:28:03,2022-10-09 10:31:11.219198,113,1
15197,7,,2022-10-09 12:11:13,2022-10-09 12:11:16.440172,,0
15198,13,,2022-10-09 12:11:25,2022-10-09 12:13:21.450954,59,0
15199,13,,2022-10-09 12:11:25,2022-10-09 12:13:22.945697,59,0
15200,13,,2022-10-09 12:11:25,2022-10-09 12:13:23.285203,59,0
15201,13,,2022-10-09 12:11:25,2022-10-09 12:13:23.335869,59,0
15202,1,,2022-10-09 12:13:36,2022-10-09 12:13:45.261896,59,0
15203,26,,2022-10-09 12:20:01,2022-10-09 12:21:08.358994,173,1
15204,27,,2022-10-09 12:53:27,2022-10-09 12:53:32.889254,180,0
15205,7,,2022-10-09 13:20:35,2022-10-09 13:20:40.317037,,1
15206,1,,2022-10-09 13:20:40,2022-10-09 13:20:59.398716,203,1
15207,28,,2022-10-09 15:24:48,2022-10-09 15:25:18.024656,184,1
15208,27,,2022-10-09 15:25:16,2022-10-09 15:25:48.295649,184,1
15209,26,,2022-10-09 15:25:46,2022-10-09 15:25:49.869785,184,1
15210,6,,2022-10-09 15:28:41,2022-10-09 15:28:42.609380,,0
15211,7,,2022-10-09 15:28:49,2022-10-09 15:28:52.469276,,0
15212,9,,2022-10-09 15:28:53,2022-10-09 15:28:55.372887,351,0
15213,9,,2022-10-09 15:28:53,2022-10-09 15:28:59.111702,351,0
15214,26,,2022-10-09 15:29:31,2022-10-09 15:29:36.174474,264,1
15215,26,,2022-10-09 15:29:31,2022-10-09 15:29:36.485752,264,1
15216,26,,2022-10-09 15:29:31,2022-10-09 15:29:36.524404,264,1
15217,9,,2022-10-09 15:29:37,2022-10-09 15:29:42.329059,264,1
15218,27,,2022-10-09 15:32:26,2022-10-09 15:33:07.459170,264,1
15219,28,,2022-10-09 15:25:47,2022-10-09 15:33:10.206441,184,1
15220,13,,2022-10-09 15:33:10,2022-10-09 15:37:07.344332,264,1
15221,22,1131,2022-10-09 15:39:23,2022-10-09 15:40:54.629590,351,0
15222,27,,2022-10-09 15:33:08,2022-10-09 15:47:09.479520,184,1
15223,22,1122,2022-10-09 15:45:39,2022-10-09 15:47:20.633427,351,0
15224,19,1122,2022-10-09 15:45:39,2022-10-09 15:47:25.615347,351,0
15225,28,,2022-10-09 15:47:35,2022-10-09 15:47:39.214341,327,1
15226,29,,2022-10-09 15:47:39,2022-10-09 15:48:33.243533,327,1
15227,27,,2022-10-09 15:47:39,2022-10-09 15:48:35.607420,327,1
15228,1,,2022-10-09 15:48:35,2022-10-09 15:51:19.541489,327,1
15229,13,,2022-10-09 15:47:07,2022-10-09 15:52:56.733320,184,1
15230,28,,2022-10-09 15:53:38,2022-10-09 15:53:39.794813,327,1
15231,28,,2022-10-09 15:52:55,2022-10-09 15:53:58.930312,184,1
15232,22,1132,2022-10-09 15:53:57,2022-10-09 15:56:02.976365,184,1
15233,13,,2022-10-09 15:48:35,2022-10-09 15:56:16.905736,327,1
15234,28,,2022-10-09 15:56:21,2022-10-09 15:56:24.686445,327,1
15235,22,1129,2022-10-09 15:56:24,2022-10-09 15:57:33.746938,327,1
15236,7,,2022-10-09 15:57:46,2022-10-09 15:57:48.291585,,1
15237,27,,2022-10-09 15:57:48,2022-10-09 15:57:51.924794,359,1
15238,28,,2022-10-09 15:57:52,2022-10-09 15:57:52.431467,359,1
15239,22,1132,2022-10-09 15:56:24,2022-10-09 15:59:13.401645,327,1
15240,1,,2022-10-09 15:57:52,2022-10-09 16:01:38.324016,359,1
15241,1,,2022-10-09 15:57:52,2022-10-09 16:01:47.474250,359,1
15242,26,,2022-10-09 15:57:52,2022-10-09 16:01:50.820293,359,1
15243,9,,2022-10-09 16:01:51,2022-10-09 16:02:35.353903,359,1
15244,9,,2022-10-09 16:01:51,2022-10-09 16:02:43.120269,359,1
15245,22,1129,2022-10-09 15:53:57,2022-10-09 16:04:34.517440,184,1
15246,23,351,2022-10-09 16:06:29,2022-10-09 16:06:51.580926,184,1
15247,28,,2022-10-09 16:06:58,2022-10-09 16:07:02.072411,359,1
15248,26,,2022-10-09 16:06:49,2022-10-09 16:07:19.144235,184,1
15249,10,,2022-10-09 16:07:17,2022-10-09 16:09:42.148117,184,1
15250,28,,2022-10-09 16:09:40,2022-10-09 16:09:46.270268,184,1
15251,28,,2022-10-09 16:09:47,2022-10-09 16:10:11.614493,184,1
15252,22,1130,2022-10-09 16:07:02,2022-10-09 16:11:22.873794,359,1
15253,28,,2022-10-09 16:10:22,2022-10-09 16:11:33.668267,184,1
15254,30,,2022-10-09 16:07:02,2022-10-09 16:11:36.089094,359,1
15255,28,,2022-10-09 16:11:39,2022-10-09 16:11:48.314205,184,1
15256,28,,2022-10-09 16:11:51,2022-10-09 16:11:56.121841,184,1
15257,30,,2022-10-09 16:11:36,2022-10-09 16:11:59.472059,359,1
15258,28,,2022-10-09 16:12:00,2022-10-09 16:12:04.311002,184,1
15259,28,,2022-10-09 16:12:06,2022-10-09 16:12:13.963203,184,1
15260,27,,2022-10-09 16:12:12,2022-10-09 16:12:15.350734,184,1
15261,26,,2022-10-09 16:12:13,2022-10-09 16:12:16.945588,184,1
15262,30,,2022-10-09 16:11:59,2022-10-09 16:12:22.825755,359,1
15263,10,,2022-10-09 16:12:14,2022-10-09 16:12:29.719620,184,1
15264,10,,2022-10-09 16:12:27,2022-10-09 16:12:41.340670,184,1
15265,30,,2022-10-09 16:12:37,2022-10-09 16:12:50.238188,359,1
15266,30,,2022-10-09 16:12:50,2022-10-09 16:13:05.353673,359,1
15267,28,,2022-10-09 16:12:39,2022-10-09 16:13:05.458019,184,1
15268,30,,2022-10-09 16:13:05,2022-10-09 16:13:33.477863,359,1
15269,28,,2022-10-09 16:13:34,2022-10-09 16:14:32.979888,184,1
15270,26,,2022-10-09 16:14:58,2022-10-09 16:15:53.033521,184,1
15271,22,1118,2022-10-09 16:16:30,2022-10-09 16:19:08.167496,359,1
15272,28,,2022-10-09 16:56:59,2022-10-09 16:57:22.238152,474,0
15273,22,1134,2022-10-09 16:57:22,2022-10-09 16:58:06.883638,474,0
15274,22,1128,2022-10-09 16:57:22,2022-10-09 16:59:55.503269,474,0
15275,26,,2022-10-09 17:00:00,2022-10-09 17:00:04.026926,474,0
15276,7,,2022-10-09 17:22:05,2022-10-09 17:22:09.535265,,1
15277,26,,2022-10-09 17:23:28,2022-10-09 17:24:27.887708,203,1
15278,27,,2022-10-09 17:24:28,2022-10-09 17:24:33.249031,203,1
15279,13,,2022-10-09 17:24:33,2022-10-09 17:30:02.990007,203,1
15280,26,,2022-10-09 17:30:04,2022-10-09 17:30:49.418230,203,1
15281,28,,2022-10-09 17:30:49,2022-10-09 17:30:52.001506,203,1
15282,22,1135,2022-10-09 17:30:52,2022-10-09 17:32:03.595324,203,1
15283,22,1136,2022-10-09 17:30:52,2022-10-09 17:34:11.655629,203,1
15284,22,1131,2022-10-09 17:30:52,2022-10-09 17:35:14.060492,203,1
15285,22,1131,2022-10-09 17:30:52,2022-10-09 17:35:58.414440,203,1
15286,26,,2022-10-09 17:30:52,2022-10-09 17:36:36.255114,203,1
15287,28,,2022-10-09 17:36:36,2022-10-09 17:36:42.873925,203,1
15288,26,,2022-10-09 17:37:40,2022-10-09 17:37:53.295190,203,1
