id,event,obj,page_load_time,trigger_time,user_id,device
4871,13,,2022-09-02 10:18:06,2022-09-02 10:55:21.186732,370,0
4872,19,416,2022-09-02 10:54:56,2022-09-02 10:55:21.878923,420,1
4873,20,416,2022-09-02 10:54:56,2022-09-02 10:55:22.685585,420,1
4874,25,408,2022-09-02 10:52:10,2022-09-02 10:55:24.613952,225,1
4875,25,407,2022-09-02 10:52:10,2022-09-02 10:55:27.833755,225,1
4876,25,406,2022-09-02 10:52:10,2022-09-02 10:55:30.190243,225,1
4877,25,404,2022-09-02 10:52:10,2022-09-02 10:55:31.849971,225,1
4878,25,403,2022-09-02 10:52:10,2022-09-02 10:55:35.202420,225,1
4879,25,402,2022-09-02 10:52:10,2022-09-02 10:55:36.733842,225,1
4880,25,399,2022-09-02 10:52:10,2022-09-02 10:55:38.760102,225,1
4881,25,398,2022-09-02 10:52:10,2022-09-02 10:55:46.317478,225,1
4882,25,397,2022-09-02 10:52:10,2022-09-02 10:55:50.287117,225,1
4883,13,,2022-09-02 10:48:14,2022-09-02 10:55:52.421978,422,1
4884,25,395,2022-09-02 10:52:10,2022-09-02 10:55:52.606433,225,1
4885,29,,2022-09-02 10:52:10,2022-09-02 10:56:05.774327,225,1
4886,29,,2022-09-02 10:52:10,2022-09-02 10:56:07.060083,225,1
4887,6,,2022-09-02 10:56:08,2022-09-02 10:56:11.009396,370,0
4888,25,382,2022-09-02 10:56:09,2022-09-02 10:56:14.095334,225,1
4889,28,,2022-09-02 10:56:11,2022-09-02 10:56:14.862493,370,0
4890,28,,2022-09-02 10:56:10,2022-09-02 10:56:15.219329,422,1
4891,28,,2022-09-02 10:56:10,2022-09-02 10:56:17.007567,422,1
4892,28,,2022-09-02 10:56:16,2022-09-02 10:56:19.830916,222,1
4893,13,,2022-09-02 10:01:30,2022-09-02 10:56:21.041469,403,1
4894,25,324,2022-09-02 10:56:09,2022-09-02 10:56:22.901531,225,1
4895,25,318,2022-09-02 10:56:09,2022-09-02 10:56:24.313234,225,1
4896,25,315,2022-09-02 10:56:09,2022-09-02 10:56:26.029531,225,1
4897,25,310,2022-09-02 10:56:09,2022-09-02 10:56:29.525605,225,1
4898,25,299,2022-09-02 10:56:09,2022-09-02 10:56:31.429566,225,1
4899,25,298,2022-09-02 10:56:09,2022-09-02 10:56:32.385707,225,1
4900,25,211,2022-09-02 10:56:09,2022-09-02 10:56:34.617923,225,1
4901,25,196,2022-09-02 10:56:09,2022-09-02 10:56:35.537163,225,1
4902,1,,2022-09-02 10:56:25,2022-09-02 10:56:36.596692,403,1
4903,25,185,2022-09-02 10:56:09,2022-09-02 10:56:36.737764,225,1
4904,28,,2022-09-02 10:56:25,2022-09-02 10:56:38.531855,403,1
4905,25,180,2022-09-02 10:56:09,2022-09-02 10:56:39.426024,225,1
4906,13,,2022-09-02 10:52:10,2022-09-02 10:58:09.722520,421,1
4907,13,,2022-09-02 10:55:13,2022-09-02 10:59:35.404235,419,1
4908,26,,2022-09-02 10:59:53,2022-09-02 11:00:02.977888,419,1
4909,28,,2022-09-02 11:00:00,2022-09-02 11:00:03.913493,414,1
4910,28,,2022-09-02 11:00:11,2022-09-02 11:00:13.510130,239,1
4911,28,,2022-09-02 10:58:21,2022-09-02 11:00:41.937763,421,1
4912,1,,2022-09-02 11:00:26,2022-09-02 11:00:57.179376,383,0
4913,28,,2022-09-02 11:01:04,2022-09-02 11:01:14.246598,290,0
4914,27,,2022-09-02 11:01:47,2022-09-02 11:01:55.266341,71,1
4915,28,,2022-09-02 11:01:55,2022-09-02 11:02:01.142062,71,1
4916,9,,2022-09-02 11:02:05,2022-09-02 11:02:30.874294,71,1
4917,28,,2022-09-02 11:04:12,2022-09-02 11:04:28.273907,414,1
4918,22,141,2022-09-02 10:59:39,2022-09-02 11:04:50.258501,225,1
4919,7,,2022-09-02 11:05:43,2022-09-02 11:05:52.696867,,1
4920,22,146,2022-09-02 10:59:39,2022-09-02 11:05:53.087777,225,1
4921,26,,2022-09-02 11:05:53,2022-09-02 11:05:57.266667,224,1
4922,28,,2022-09-02 11:05:57,2022-09-02 11:06:00.505820,224,1
4923,28,,2022-09-02 10:10:56,2022-09-02 11:06:30.277156,221,1
4924,9,,2022-09-02 11:07:01,2022-09-02 11:07:06.517890,71,0
4925,22,196,2022-09-02 11:06:02,2022-09-02 11:07:17.810455,225,1
4926,29,,2022-09-02 11:06:07,2022-09-02 11:07:23.845198,224,1
4927,29,,2022-09-02 11:06:07,2022-09-02 11:07:24.950312,224,1
4928,29,,2022-09-02 11:07:22,2022-09-02 11:07:27.871104,225,1
4929,29,,2022-09-02 11:07:22,2022-09-02 11:07:28.445200,225,1
4930,25,431,2022-09-02 11:07:35,2022-09-02 11:07:38.673361,225,1
4931,25,430,2022-09-02 11:07:35,2022-09-02 11:07:39.517442,225,1
4932,25,429,2022-09-02 11:07:35,2022-09-02 11:07:40.571861,225,1
4933,25,428,2022-09-02 11:07:35,2022-09-02 11:07:42.453574,225,1
4934,25,427,2022-09-02 11:07:35,2022-09-02 11:07:43.909686,225,1
4935,25,426,2022-09-02 11:07:35,2022-09-02 11:07:45.641453,225,1
4936,25,425,2022-09-02 11:07:35,2022-09-02 11:07:48.004845,225,1
4937,25,424,2022-09-02 11:07:35,2022-09-02 11:07:49.961035,225,1
4938,25,423,2022-09-02 11:07:35,2022-09-02 11:07:52.814799,225,1
4939,25,422,2022-09-02 11:07:35,2022-09-02 11:07:54.949909,225,1
4940,25,421,2022-09-02 11:07:35,2022-09-02 11:07:57.833593,225,1
4941,25,420,2022-09-02 11:07:35,2022-09-02 11:07:59.168120,225,1
4942,25,416,2022-09-02 11:07:35,2022-09-02 11:08:01.625412,225,1
4943,1,,2022-09-02 11:08:28,2022-09-02 11:08:39.649644,423,0
4944,6,,2022-09-02 11:08:44,2022-09-02 11:08:51.150467,,1
4945,22,398,2022-09-02 11:07:35,2022-09-02 11:09:19.094143,225,1
4946,8,,2022-09-02 11:08:51,2022-09-02 11:09:35.367942,,1
4947,29,,2022-09-02 11:07:35,2022-09-02 11:10:05.215068,225,1
4948,29,,2022-09-02 11:07:35,2022-09-02 11:10:06.408597,225,1
4949,7,,2022-09-02 11:10:36,2022-09-02 11:10:44.085781,,0
4950,6,,2022-09-02 11:10:51,2022-09-02 11:10:58.608086,83,1
4951,26,,2022-09-02 11:10:57,2022-09-02 11:11:01.988748,83,1
4952,28,,2022-09-02 11:11:00,2022-09-02 11:11:03.568199,83,1
4953,28,,2022-09-02 11:11:03,2022-09-02 11:11:06.687462,83,1
4954,1,,2022-09-02 11:11:06,2022-09-02 11:11:09.651023,238,1
4955,1,,2022-09-02 11:11:06,2022-09-02 11:11:15.287694,238,1
4956,1,,2022-09-02 11:10:44,2022-09-02 11:11:16.797331,94,0
4957,10,,2022-09-02 11:09:36,2022-09-02 11:11:33.799344,424,1
4958,26,,2022-09-02 11:11:38,2022-09-02 11:11:40.415049,239,1
4959,10,,2022-09-02 11:11:37,2022-09-02 11:11:45.007069,424,1
4960,6,,2022-09-02 11:11:47,2022-09-02 11:11:49.060206,,1
4961,28,,2022-09-01 23:07:17,2022-09-02 11:11:56.285854,187,1
4962,1,,2022-09-02 11:11:45,2022-09-02 11:11:56.757983,424,1
4963,26,,2022-09-02 11:11:56,2022-09-02 11:11:59.007593,265,1
4964,10,,2022-09-02 11:11:45,2022-09-02 11:12:06.021058,424,1
4965,10,,2022-09-02 11:12:06,2022-09-02 11:12:07.654725,424,1
4966,28,,2022-09-02 11:12:02,2022-09-02 11:12:07.771084,222,1
4967,28,,2022-09-02 11:12:07,2022-09-02 11:12:09.541067,424,1
4968,8,,2022-09-02 11:11:49,2022-09-02 11:12:10.651869,,1
4969,6,,2022-09-02 11:12:09,2022-09-02 11:12:10.859727,,1
4970,26,,2022-09-02 11:11:46,2022-09-02 11:12:13.180239,154,1
4971,29,,2022-09-02 11:12:17,2022-09-02 11:12:18.556373,222,1
4972,7,,2022-09-02 11:12:13,2022-09-02 11:12:31.939502,,1
4973,7,,2022-09-02 11:12:26,2022-09-02 11:12:35.448793,,1
4974,1,,2022-09-02 11:12:32,2022-09-02 11:12:35.633057,332,1
4975,28,,2022-09-02 11:12:35,2022-09-02 11:12:38.254229,217,1
4976,6,,2022-09-02 11:12:43,2022-09-02 11:12:45.011404,,0
4977,28,,2022-09-02 11:12:44,2022-09-02 11:12:46.914915,217,1
4978,28,,2022-09-02 11:12:45,2022-09-02 11:12:56.464392,88,1
4979,26,,2022-09-02 11:12:47,2022-09-02 11:13:00.144627,332,1
4980,26,,2022-09-02 11:13:00,2022-09-02 11:13:00.817523,332,1
4981,28,,2022-09-02 11:13:00,2022-09-02 11:13:01.665324,332,1
4982,26,,2022-09-02 11:12:59,2022-09-02 11:13:06.819676,187,1
4983,27,,2022-09-02 11:13:07,2022-09-02 11:13:08.333300,332,1
4984,28,,2022-09-02 11:13:08,2022-09-02 11:13:09.468205,332,1
4985,26,,2022-09-02 11:13:02,2022-09-02 11:13:34.180792,88,1
4986,7,,2022-09-02 11:13:28,2022-09-02 11:13:37.684749,,1
4987,7,,2022-09-02 11:13:40,2022-09-02 11:13:46.722090,,1
4988,28,,2022-09-02 11:14:02,2022-09-02 11:14:05.840220,311,1
4989,28,,2022-09-02 10:32:53,2022-09-02 11:14:15.595086,218,1
4990,28,,2022-09-02 11:11:32,2022-09-02 11:14:21.450483,238,1
4991,29,,2022-09-02 11:06:36,2022-09-02 11:14:32.824411,221,1
4992,28,,2022-09-02 11:14:38,2022-09-02 11:14:44.625135,218,1
4993,1,,2022-09-02 11:11:40,2022-09-02 11:14:45.226389,239,1
4994,28,,2022-09-02 11:14:38,2022-09-02 11:14:46.454740,218,1
4995,27,,2022-09-02 11:14:38,2022-09-02 11:14:47.229123,218,1
4996,26,,2022-09-02 11:14:38,2022-09-02 11:14:48.086738,218,1
4997,28,,2022-09-02 11:14:26,2022-09-02 11:14:49.885736,218,1
4998,28,,2022-09-02 11:14:50,2022-09-02 11:14:51.541225,239,1
4999,25,415,2022-09-02 11:12:21,2022-09-02 11:14:51.621580,222,1
5000,28,,2022-09-02 11:14:26,2022-09-02 11:14:52.694535,218,1
5001,28,,2022-09-02 11:14:26,2022-09-02 11:14:52.703816,218,1
5002,28,,2022-09-02 11:14:26,2022-09-02 11:14:52.704296,218,1
5003,25,404,2022-09-02 11:12:21,2022-09-02 11:14:52.836325,222,1
5004,13,,2022-09-02 10:29:32,2022-09-02 11:14:53.281425,407,1
5005,25,403,2022-09-02 11:12:21,2022-09-02 11:14:55.090608,222,1
5006,27,,2022-09-02 11:14:54,2022-09-02 11:14:55.248796,239,1
5007,27,,2022-09-02 11:14:55,2022-09-02 11:14:56.353173,239,1
5008,26,,2022-09-02 11:14:53,2022-09-02 11:14:56.991414,78,1
5009,26,,2022-09-02 11:14:56,2022-09-02 11:14:57.363981,239,1
5010,25,402,2022-09-02 11:12:21,2022-09-02 11:14:58.224230,222,1
5011,25,389,2022-09-02 11:12:21,2022-09-02 11:14:59.136558,222,1
5012,28,,2022-09-02 11:14:57,2022-09-02 11:14:59.350577,239,1
5013,25,388,2022-09-02 11:12:21,2022-09-02 11:15:01.011158,222,1
5014,1,,2022-09-02 11:15:01,2022-09-02 11:15:03.537086,157,1
5015,25,266,2022-09-02 11:12:21,2022-09-02 11:15:05.675846,222,1
5016,25,339,2022-09-02 11:12:21,2022-09-02 11:15:07.289738,222,1
5017,25,351,2022-09-02 11:12:21,2022-09-02 11:15:08.313487,222,1
5018,26,,2022-09-02 11:15:01,2022-09-02 11:15:10.867264,157,1
5019,28,,2022-09-02 11:15:10,2022-09-02 11:15:12.549919,157,1
5020,25,257,2022-09-02 11:12:21,2022-09-02 11:15:12.909256,222,1
5021,28,,2022-09-02 11:15:10,2022-09-02 11:15:14.137703,157,1
5022,25,255,2022-09-02 11:12:21,2022-09-02 11:15:14.608886,222,1
5023,1,,2022-09-02 11:15:10,2022-09-02 11:15:15.361057,157,1
5024,25,254,2022-09-02 11:12:21,2022-09-02 11:15:15.374922,222,1
5025,7,,2022-09-02 11:15:11,2022-09-02 11:15:15.701996,,1
5026,25,223,2022-09-02 11:12:21,2022-09-02 11:15:18.803891,222,1
5027,25,232,2022-09-02 11:12:21,2022-09-02 11:15:20.088943,222,1
5028,25,239,2022-09-02 11:12:21,2022-09-02 11:15:21.026850,222,1
5029,25,176,2022-09-02 11:12:21,2022-09-02 11:15:23.096373,222,1
5030,28,,2022-09-02 11:15:16,2022-09-02 11:15:23.224642,157,1
5031,25,168,2022-09-02 11:12:21,2022-09-02 11:15:24.500631,222,1
5032,25,153,2022-09-02 11:12:21,2022-09-02 11:15:25.339341,222,1
5033,25,153,2022-09-02 11:12:21,2022-09-02 11:15:26.699094,222,1
5034,29,,2022-09-02 11:15:16,2022-09-02 11:15:26.980180,218,1
5035,29,,2022-09-02 11:15:16,2022-09-02 11:15:28.091006,218,1
5036,25,110,2022-09-02 11:12:21,2022-09-02 11:15:29.298186,222,1
5037,29,,2022-09-02 11:15:16,2022-09-02 11:15:29.582366,218,1
5038,25,123,2022-09-02 11:12:21,2022-09-02 11:15:29.990839,222,1
5039,25,136,2022-09-02 11:12:21,2022-09-02 11:15:30.850054,222,1
5040,7,,2022-09-02 11:15:16,2022-09-02 11:15:31.872287,,1
5041,25,78,2022-09-02 11:12:21,2022-09-02 11:15:33.667299,222,1
5042,25,67,2022-09-02 11:12:21,2022-09-02 11:15:34.542954,222,1
5043,25,51,2022-09-02 11:12:21,2022-09-02 11:15:36.030813,222,1
5044,27,,2022-09-02 11:15:35,2022-09-02 11:15:37.936034,219,1
5045,6,,2022-09-02 11:15:39,2022-09-02 11:15:42.043934,,1
5046,6,,2022-09-02 11:15:42,2022-09-02 11:15:44.229735,,1
5047,8,,2022-09-02 11:15:42,2022-09-02 11:15:58.263455,,1
5048,13,,2022-09-02 11:14:54,2022-09-02 11:16:01.026670,407,1
5049,13,,2022-09-02 11:14:54,2022-09-02 11:16:03.049090,407,1
5050,13,,2022-09-02 11:14:54,2022-09-02 11:16:03.376715,407,1
5051,27,,2022-09-02 11:16:01,2022-09-02 11:16:03.799146,199,1
5052,9,,2022-09-02 11:15:59,2022-09-02 11:16:04.346720,427,1
5053,28,,2022-09-02 11:16:03,2022-09-02 11:16:04.683567,199,1
5054,7,,2022-09-02 11:15:34,2022-09-02 11:16:04.904116,,1
5055,6,,2022-09-02 11:16:03,2022-09-02 11:16:05.425670,,1
5056,28,,2022-09-02 11:16:05,2022-09-02 11:16:08.199963,217,1
5057,8,,2022-09-02 11:15:44,2022-09-02 11:16:09.360194,,1
5058,28,,2022-09-02 11:16:05,2022-09-02 11:16:09.384467,217,1
5059,7,,2022-09-02 11:16:01,2022-09-02 11:16:09.835685,,1
5060,13,,2022-09-02 11:14:54,2022-09-02 11:16:10.009914,407,1
5061,13,,2022-09-02 11:14:54,2022-09-02 11:16:10.903671,407,1
5062,13,,2022-09-02 11:14:54,2022-09-02 11:16:11.132736,407,1
5063,13,,2022-09-02 11:14:54,2022-09-02 11:16:11.309918,407,1
5064,13,,2022-09-02 11:14:54,2022-09-02 11:16:11.493111,407,1
5065,13,,2022-09-02 11:14:54,2022-09-02 11:16:11.658959,407,1
5066,13,,2022-09-02 11:14:54,2022-09-02 11:16:11.827765,407,1
5067,1,,2022-09-02 11:16:12,2022-09-02 11:16:13.215183,199,1
5068,9,,2022-09-02 11:16:09,2022-09-02 11:16:14.865258,426,0
5069,28,,2022-09-02 11:16:05,2022-09-02 11:16:15.336432,217,1
5070,13,,2022-09-02 11:14:54,2022-09-02 11:16:15.941848,407,1
5071,9,,2022-09-02 11:16:09,2022-09-02 11:16:16.358128,428,1
5072,13,,2022-09-02 11:14:54,2022-09-02 11:16:16.837876,407,1
5073,13,,2022-09-02 11:14:54,2022-09-02 11:16:17.343776,407,1
5074,13,,2022-09-02 11:14:54,2022-09-02 11:16:17.543416,407,1
5075,13,,2022-09-02 11:14:54,2022-09-02 11:16:18.075882,407,1
5076,13,,2022-09-02 11:14:54,2022-09-02 11:16:24.268406,407,1
5077,13,,2022-09-02 11:14:54,2022-09-02 11:16:25.091831,407,1
5078,6,,2022-09-02 11:16:24,2022-09-02 11:16:25.434864,,0
5079,13,,2022-09-02 11:14:54,2022-09-02 11:16:25.469409,407,1
5080,13,,2022-09-02 11:14:54,2022-09-02 11:16:25.553614,407,1
5081,13,,2022-09-02 11:14:54,2022-09-02 11:16:25.574678,407,1
5082,13,,2022-09-02 11:14:54,2022-09-02 11:16:25.744414,407,1
5083,8,,2022-09-02 11:16:05,2022-09-02 11:16:32.037181,,1
5084,13,,2022-09-02 11:14:54,2022-09-02 11:16:34.041172,407,1
5085,13,,2022-09-02 11:14:54,2022-09-02 11:16:34.712815,407,1
5086,28,,2022-09-02 11:16:32,2022-09-02 11:16:34.771415,55,1
5087,13,,2022-09-02 11:14:54,2022-09-02 11:16:34.866605,407,1
5088,13,,2022-09-02 11:14:54,2022-09-02 11:16:35.031953,407,1
5089,1,,2022-09-02 11:16:32,2022-09-02 11:16:36.622929,55,1
5090,28,,2022-09-02 11:16:21,2022-09-02 11:16:41.786848,199,1
5091,25,433,2022-09-02 11:16:40,2022-09-02 11:16:43.740439,225,1
5092,7,,2022-09-02 11:16:39,2022-09-02 11:16:44.958796,,1
5093,8,,2022-09-02 11:16:32,2022-09-02 11:16:47.807851,,1
5094,7,,2022-09-02 11:16:46,2022-09-02 11:16:49.481205,,1
5095,28,,2022-09-02 11:16:45,2022-09-02 11:16:50.480025,346,1
5096,13,,2022-09-02 11:14:54,2022-09-02 11:16:50.932846,407,1
5097,8,,2022-09-02 11:16:25,2022-09-02 11:16:51.378631,,0
5098,29,,2022-09-02 11:16:40,2022-09-02 11:16:51.569566,55,1
5099,13,,2022-09-02 11:14:54,2022-09-02 11:16:51.711933,407,1
5100,13,,2022-09-02 11:14:54,2022-09-02 11:16:51.879664,407,1
5101,29,,2022-09-01 22:23:04,2022-09-02 11:16:53.659549,113,1
5102,9,,2022-09-02 11:16:52,2022-09-02 11:16:58.118332,430,0
5103,9,,2022-09-02 11:16:48,2022-09-02 11:16:58.275166,429,1
5104,7,,2022-09-02 11:16:49,2022-09-02 11:16:59.558215,,1
5105,13,,2022-09-02 11:16:55,2022-09-02 11:17:05.014637,407,1
5106,6,,2022-09-02 11:17:08,2022-09-02 11:17:08.652721,276,1
5107,1,,2022-09-02 11:17:10,2022-09-02 11:17:10.227115,276,1
5108,27,,2022-09-02 11:17:23,2022-09-02 11:17:25.807158,424,1
5109,7,,2022-09-02 11:16:59,2022-09-02 11:17:26.496103,,1
5110,28,,2022-09-02 11:17:17,2022-09-02 11:17:29.183883,276,1
5111,28,,2022-09-02 11:17:27,2022-09-02 11:17:33.864501,103,1
5112,29,,2022-09-02 11:13:14,2022-09-02 11:17:40.390594,332,1
5113,29,,2022-09-02 11:13:14,2022-09-02 11:17:40.404505,332,1
5114,29,,2022-09-02 11:13:14,2022-09-02 11:17:40.903684,332,1
5115,13,,2022-09-02 10:37:59,2022-09-02 11:17:41.490191,385,1
5116,29,,2022-09-02 11:13:14,2022-09-02 11:17:41.546975,332,1
5117,22,93,2022-09-02 11:16:40,2022-09-02 11:17:43.591643,225,1
5118,29,,2022-09-02 11:17:52,2022-09-02 11:17:56.102093,332,1
5119,7,,2022-09-02 11:17:48,2022-09-02 11:17:56.842110,,1
5120,29,,2022-09-02 11:17:52,2022-09-02 11:17:59.071008,332,1
5121,1,,2022-09-02 11:17:57,2022-09-02 11:18:02.637539,391,1
5122,28,,2022-09-02 11:18:06,2022-09-02 11:18:08.135540,199,1
5123,26,,2022-09-02 11:17:40,2022-09-02 11:18:11.224380,103,1
5124,28,,2022-09-02 11:17:57,2022-09-02 11:18:12.437118,391,1
5125,1,,2022-09-02 11:16:56,2022-09-02 11:18:14.838190,113,1
5126,7,,2022-09-02 11:18:04,2022-09-02 11:18:16.400517,,1
5127,29,,2022-09-02 11:18:14,2022-09-02 11:18:18.388156,199,1
5128,27,,2022-09-02 11:18:11,2022-09-02 11:18:20.466284,103,1
5129,26,,2022-09-02 11:18:22,2022-09-02 11:18:26.678885,399,1
5130,27,,2022-09-02 11:18:26,2022-09-02 11:18:27.754754,399,1
5131,28,,2022-09-02 11:18:27,2022-09-02 11:18:28.635472,399,1
5132,28,,2022-09-02 11:18:27,2022-09-02 11:18:31.700517,399,1
5133,29,,2022-09-02 11:16:21,2022-09-02 11:18:33.830928,217,1
5134,29,,2022-09-02 11:16:21,2022-09-02 11:18:34.660250,217,1
5135,28,,2022-09-02 11:18:27,2022-09-02 11:18:37.530512,399,1
5136,1,,2022-09-02 11:18:27,2022-09-02 11:18:40.738745,399,1
5137,28,,2022-09-02 11:18:27,2022-09-02 11:18:42.717052,332,1
5138,28,,2022-09-02 11:18:39,2022-09-02 11:18:43.232879,224,1
5139,7,,2022-09-02 11:18:16,2022-09-02 11:18:44.683895,,1
5140,6,,2022-09-02 11:18:45,2022-09-02 11:18:47.127852,,1
5141,28,,2022-09-02 11:18:45,2022-09-02 11:18:48.112581,226,1
5142,28,,2022-09-02 11:18:45,2022-09-02 11:18:52.828418,226,1
5143,28,,2022-09-02 11:18:45,2022-09-02 11:18:53.955777,226,1
5144,13,,2022-09-02 11:18:45,2022-09-02 11:18:56.431276,426,0
5145,27,,2022-09-02 11:18:52,2022-09-02 11:18:56.752482,224,1
5146,28,,2022-09-02 11:18:55,2022-09-02 11:18:57.335711,133,1
5147,28,,2022-09-02 11:18:45,2022-09-02 11:18:57.454339,226,1
5148,28,,2022-09-02 11:18:45,2022-09-02 11:18:58.149568,226,1
5149,28,,2022-09-02 11:18:45,2022-09-02 11:18:58.934476,226,1
5150,28,,2022-09-02 11:18:45,2022-09-02 11:18:59.874345,226,1
5151,28,,2022-09-02 11:18:55,2022-09-02 11:19:05.316041,133,1
5152,28,,2022-09-02 11:18:45,2022-09-02 11:19:15.662168,226,1
5153,7,,2022-09-02 11:18:03,2022-09-02 11:19:18.178452,,1
5154,26,,2022-09-02 11:18:45,2022-09-02 11:19:18.323655,226,1
5155,1,,2022-09-02 11:18:55,2022-09-02 11:19:18.340426,133,1
5156,28,,2022-09-02 11:18:45,2022-09-02 11:19:18.778835,226,1
5157,1,,2022-09-02 11:18:55,2022-09-02 11:19:20.137687,133,1
5158,28,,2022-09-02 11:18:45,2022-09-02 11:19:20.428886,226,1
5159,1,,2022-09-02 11:18:55,2022-09-02 11:19:21.235021,133,1
5160,28,,2022-09-02 11:18:55,2022-09-02 11:19:24.667558,133,1
5161,26,,2022-09-02 11:18:55,2022-09-02 11:19:25.027567,133,1
5162,28,,2022-09-02 10:08:49,2022-09-02 11:19:29.386011,226,1
5163,28,,2022-09-02 10:08:49,2022-09-02 11:19:36.249594,226,1
5164,28,,2022-09-02 11:13:34,2022-09-02 11:19:37.532557,88,1
5165,28,,2022-09-02 11:13:07,2022-09-02 11:19:40.125155,187,1
5166,26,,2022-09-02 11:19:36,2022-09-02 11:19:43.042862,274,1
5167,28,,2022-09-02 11:19:24,2022-09-02 11:19:43.152579,163,1
5168,7,,2022-09-02 11:19:20,2022-09-02 11:19:46.231569,,1
5169,28,,2022-09-02 11:19:43,2022-09-02 11:19:46.793716,274,1
5170,28,,2022-09-02 11:19:24,2022-09-02 11:19:49.598679,133,1
5171,7,,2022-09-02 11:19:38,2022-09-02 11:19:52.006469,,0
5172,28,,2022-09-02 11:19:46,2022-09-02 11:19:52.738424,139,1
5173,27,,2022-09-02 11:19:46,2022-09-02 11:19:55.517865,139,1
5174,7,,2022-09-02 11:19:29,2022-09-02 11:19:55.535596,,1
5175,26,,2022-09-02 11:19:46,2022-09-02 11:19:56.361384,139,1
5176,28,,2022-09-02 11:19:24,2022-09-02 11:19:56.395406,163,1
5177,27,,2022-09-02 11:13:07,2022-09-02 11:19:57.070841,187,1
5178,28,,2022-09-02 11:19:43,2022-09-02 11:19:58.561109,274,1
5179,7,,2022-09-02 11:19:46,2022-09-02 11:19:58.611125,,1
5180,13,,2022-09-02 11:18:45,2022-09-02 11:20:00.475296,426,0
5181,13,,2022-09-02 11:18:45,2022-09-02 11:20:00.506056,426,0
5182,7,,2022-09-02 11:19:52,2022-09-02 11:20:00.513322,,1
5183,28,,2022-09-02 11:19:43,2022-09-02 11:20:01.243629,274,1
5184,28,,2022-09-02 11:19:57,2022-09-02 11:20:06.773952,143,1
5185,19,383,2022-09-02 11:18:48,2022-09-02 11:20:06.843969,399,1
5186,28,,2022-09-02 11:19:59,2022-09-02 11:20:06.982336,314,1
5187,7,,2022-09-02 11:19:59,2022-09-02 11:20:10.336857,,1
5188,1,,2022-09-02 11:20:00,2022-09-02 11:20:11.070342,356,1
5189,27,,2022-09-02 11:19:43,2022-09-02 11:20:11.948655,180,1
5190,1,,2022-09-02 11:20:00,2022-09-02 11:20:12.704341,356,1
5191,28,,2022-09-02 11:20:03,2022-09-02 11:20:12.891906,328,0
5192,7,,2022-09-02 11:20:04,2022-09-02 11:20:14.292423,,0
5193,26,,2022-09-02 11:20:12,2022-09-02 11:20:14.300781,180,1
5194,27,,2022-09-02 11:20:11,2022-09-02 11:20:15.838012,427,1
5195,28,,2022-09-02 11:19:59,2022-09-02 11:20:17.207547,314,1
5196,28,,2022-09-02 11:20:00,2022-09-02 11:20:18.806755,356,1
5197,7,,2022-09-02 11:20:14,2022-09-02 11:20:18.856294,,0
5198,7,,2022-09-02 11:20:11,2022-09-02 11:20:19.267008,,1
5199,7,,2022-09-02 11:20:14,2022-09-02 11:20:21.957618,,0
5200,27,,2022-09-02 11:20:16,2022-09-02 11:20:23.930461,427,1
5201,7,,2022-09-02 11:20:14,2022-09-02 11:20:25.010629,,0
5202,29,,2022-09-02 11:20:22,2022-09-02 11:20:25.728795,274,1
5203,19,431,2022-09-02 11:19:59,2022-09-02 11:20:27.313383,103,1
5204,1,,2022-09-02 11:20:20,2022-09-02 11:20:29.849866,178,1
5205,28,,2022-09-02 11:20:20,2022-09-02 11:20:31.648282,178,1
5206,19,429,2022-09-02 11:19:59,2022-09-02 11:20:38.609450,103,1
5207,26,,2022-09-02 11:20:38,2022-09-02 11:20:41.060572,202,1
5208,13,,2022-09-02 11:16:16,2022-09-02 11:20:46.419596,428,1
5209,26,,2022-09-02 11:19:58,2022-09-02 11:20:50.437009,187,1
5210,13,,2022-09-02 11:16:16,2022-09-02 11:20:51.218518,428,1
5211,7,,2022-09-02 11:20:10,2022-09-02 11:20:54.739762,,1
5212,7,,2022-09-02 11:20:49,2022-09-02 11:20:56.112379,,1
5213,22,63,2022-09-02 11:20:53,2022-09-02 11:21:00.775160,131,1
5214,28,,2022-09-02 10:53:09,2022-09-02 11:21:02.032990,119,1
5215,28,,2022-09-02 10:53:09,2022-09-02 11:21:03.388535,119,1
5216,28,,2022-09-02 10:53:09,2022-09-02 11:21:03.820314,119,1
5217,7,,2022-09-02 11:20:54,2022-09-02 11:21:06.424566,,1
5218,1,,2022-09-02 11:21:09,2022-09-02 11:21:10.128516,142,1
5219,9,,2022-09-02 11:20:56,2022-09-02 11:21:10.218405,427,1
5220,7,,2022-09-02 11:21:02,2022-09-02 11:21:10.254821,,1
5221,1,,2022-09-02 11:21:10,2022-09-02 11:21:13.811306,166,1
5222,1,,2022-09-02 11:21:10,2022-09-02 11:21:14.286586,240,1
5223,7,,2022-09-02 11:21:06,2022-09-02 11:21:14.308836,,1
5224,28,,2022-09-02 11:21:13,2022-09-02 11:21:17.916001,288,1
5225,28,,2022-09-02 11:21:13,2022-09-02 11:21:20.262957,288,1
5226,1,,2022-09-02 11:21:10,2022-09-02 11:21:20.833259,166,1
5227,28,,2022-09-02 11:21:13,2022-09-02 11:21:22.106598,288,1
